,row,row_name,column,type,x_coord,y_coord,radius,halo,spot_intensity,norm_intensity,note,RT
298,16,P,19,Sample,2012,1744,21,83.0,0.5544250132485425,0.9729624355822103,Initial Detection,
299,16,P,20,Sample,2117,1742,22,64.0,0.5563676891774554,0.9763716445070872,Initial Detection,
300,17,Q,1,Sample,93,1876,23,,0.5612123806466187,0.9848736108665459,Initial Detection,
301,17,Q,2,Sample,198,1875,24,,0.555900437312991,0.9755516625415986,Initial Detection,
302,17,Q,3,Sample,306,1873,25,,0.5583073208675535,0.9797755110863975,Initial Detection,
303,17,Q,4,Sample,411,1874,23,,0.5620471111428197,0.9863384823951223,Initial Detection,
304,17,Q,5,Sample,520,1874,24,,0.5708107278685648,1.0017177846817014,Initial Detection,
305,17,Q,6,Sample,628,1875,24,,0.5788927980359274,1.0159010384791962,Initial Detection,
306,17,Q,7,Sample,733,1873,24,,0.5818805554642201,1.0211442646592843,Initial Detection,
307,17,Q,8,Sample,837,1873,25,,0.663504763059268,1.1643868780450262,Initial Detection,
308,17,Q,9,Sample,945,1873,26,,0.6628120380442363,1.1631712124424503,Initial Detection,
309,17,Q,10,Sample,1053,1873,25,,0.62931579638553,1.1043885383416785,Initial Detection,
310,17,Q,11,Sample,1155,1871,22,,0.5709161126446612,1.0019027248015986,Initial Detection,
311,17,Q,12,Sample,1259,1878,20,,0.521921411134735,0.9159217481634624,Initial Detection,
312,17,Q,13,Sample,1360,1874,26,,0.5818890097527868,1.0211591011204801,Initial Detection,
313,17,Q,14,Sample,1467,1870,23,,0.5831222725597212,1.0233233584243075,Initial Detection,
314,17,Q,15,Sample,1573,1871,21,,0.584181956201034,1.0251830010305407,Initial Detection,
315,17,Q,16,Sample,1684,1869,25,,0.5906759200331341,1.036579281349211,Initial Detection,
316,17,Q,17,Sample,1793,1869,25,,0.5933185845177844,1.0412169026901863,Initial Detection,
317,17,Q,18,Sample,1900,1869,24,,0.5926939137868673,1.0401206657938227,Initial Detection,
318,17,Q,19,Sample,2014,1868,20,,0.5953382156075281,1.0447611605016096,Initial Detection,
319,17,Q,20,Sample,2116,1866,22,,0.5925586096963569,1.0398832201622197,Initial Detection,
